,index,title,rank,date,artist,url,region,chart,trend,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrics
It's too late now. I'm on the ship and there goes Ireland into the night and it's foolish to be standing on this deck looking back and thinking of my family and Limerick and Malachy and my father in England and even more foolish that songs are going through my head Roddy McCorley goes to die and Mam gasping Oh the days of the Kerry dancing with poor Mr. Clohessy hacking away in the bed and now I want Ireland back at least I had Mam and my brothers and Aunt Aggie bad as she was and Uncle Pa, standing me my first pint, and my bladder is near my eye and here's a priest standing by me on the deck and you can see he's curious.
He's a Limerickman but he has an American accent from his years in Los Angeles. He knows how it is to leave Ireland, did it himself and never got over it. You live in Los Angeles with sun and palm trees day in day out and you ask God if there's any chance He could give you one soft rainy Limerick day.
The priest sits beside me at the table of the First Officer, who tells us ship's orders have been changed and instead of sailing to New York we're bound for Montreal.
Three days out and orders are changed again. We are going to New York after all.
Three American passengers complain, Goddam Irish. Can't they get it straight?
The day before we sail into New York orders are changed again. We are going to a place up the Hudson River called Albany.
The Americans say, Albany? Goddam Albany? Why the hell did we have to sail on a goddam Irish tub? Goddam.
The priest tells me pay no attention. All Americans are not like that.
I'm on deck the dawn we sail into New York. I'm sure I'm in a film, that it will end and lights will come up in the Lyric Cinema. The priest wants to point out things but he doesn't have to. I can pick out the Statue of Liberty, Ellis Island, the Empire State Building, the Chrysler Building, the Brooklyn Bridge. There are thousands of cars speeding along the roads and the sun turns everything to gold. Rich Americans in top hats white ties and tails must be going home to bed with the gorgeous women with white teeth. The rest are going to work in warm comfortable offices and no one has a care in the world.
The Americans are arguing with the captain and a man who climbed aboard from a tugboat. Why can't we get off here? Why do we have to sail all the goddam way to goddam Albany?
The man says, Because you're passengers on the vessel and the captain is the captain and we have no procedures for taking you ashore.
Oh, yeah. Well, this is a free country and we're American citizens.
Is that a fact? Well, you're on an Irish ship with an Irish captain and you'll do what he goddam tells you or swim ashore.
He climbs down the ladder, tugboat chugs away, and we sail up the Hudson past Manhattan, under the George Washington Bridge, past hundreds of Liberty ships that did their bit in the war, moored now and ready to rot.
The captain announces the tide will force us to drop anchor overnight opposite a place called, the priest spells it for me, Poughkeepsie. The priest says that's an Indian name and the Americans say goddam Poughkeepsie.
After dark a small boat put-puts to the ship and an Irish voice calls up, Hello, there. Bejasus, I saw the Irish flag, so I did. Couldn't believe me two eyes. Hello, there.
He invites the First Officer to go ashore for a drink and bring a friend and, You, too, Father. Bring a friend.
The priest invites me and we climb down a ladder to the small boat with the First Officer and the Wireless Officer. The man in the boat says his name is Tim Boyle from Mayo God help us and we docked there at the right time because there's a bit of a party and we're all invited. He takes us to a house with a lawn, a fountain and three pink birds standing on one leg. There are five women in a room called a living room. The women have stiff hair, spotless frocks. They have glasses in their hands and they're friendly and smile with perfect teeth. One says, Come right in. Just in time for the pawty.
Pawty. That's the way they talk and I suppose I'll be talking like that in a few years.
Tim Boyle tells us the girls are having a bit of a time while their husbands are away overnight hunting deer, and one woman, Betty, says, Yeah. Buddies from the war. That war is over nearly five years and they can't get over it so they shoot animals every weekend and drink Rheingold till they can't see. Goddam war, excuse the language, Fawder.
The priest whispers to me, These are bad women. We won't stay here long.
The bad women say, Whatcha like to drink? We got everything. What's your name, honey?
Frank McCourt.
Nice name. So you take a little drink. All the Irish take a little drink. You like a beer?
Yes, please. Gee, so polite. I like the Irish. My grandmother was half Irish so that makes me half, quarter? I dunno. My name is Frieda. So here's your beer, honey.
The priest sits at the end of a sofa which they call a couch and two women talk to him. Betty asks the First Officer if he'd like to see the house and he says, Oh, I would, because we don't have houses like this in Ireland. Another woman tells the Wireless Officer he should see what they have growing in the garden, you wouldn't believe the flowers. Frieda asks me if I'm okay and I tell her yes but would she mind telling me where the lavatory is.
